name	docked_protein	score	no_atoms	Tool	ligand_efficiency
1511	3npc	-10.05	31	LeDock	-0.3241935483870968
414	3npc	-9.81	32	LeDock	-0.3065625
886	3npc	-9.69	28	LeDock	-0.3460714285714285
416	3npc	-9.67	30	LeDock	-0.3223333333333333
382	3npc	-9.44	28	LeDock	-0.3371428571428571
408	3npc	-9.29	28	LeDock	-0.3317857142857142
386	3npc	-9.28	31	LeDock	-0.2993548387096774
483	3npc	-9.22	30	LeDock	-0.3073333333333333
2284	3npc	-9.19	32	LeDock	-0.2871875
485	3npc	-9.09	33	LeDock	-0.2754545454545454
1506	3npc	-9.01	30	LeDock	-0.3003333333333333
2319	3npc	-9.0	30	LeDock	-0.3
2330	3npc	-8.86	26	LeDock	-0.3407692307692307
693	3npc	-8.62	30	LeDock	-0.2873333333333333
1676	3npc	-8.54	23	LeDock	-0.3713043478260869
1271	3npc	-8.46	31	LeDock	-0.2729032258064516
441	3npc	-8.41	31	LeDock	-0.2712903225806451
526	3npc	-8.41	28	LeDock	-0.3003571428571429
1056	3npc	-8.36	30	LeDock	-0.2786666666666667
18	3elj	-8.9	33	LeDock	-0.2696969696969697
429	3elj	-8.73	33	LeDock	-0.2645454545454546
1133	3elj	-8.67	29	LeDock	-0.2989655172413793
2134	3elj	-8.61	32	LeDock	-0.2690625
513	3elj	-8.38	30	LeDock	-0.2793333333333334
17	3elj	-8.28	34	LeDock	-0.2435294117647058
1744	3elj	-8.22	30	LeDock	-0.274
324	3elj	-8.19	31	LeDock	-0.2641935483870967
2375	3elj	-8.08	33	LeDock	-0.2448484848484848
1835	3elj	-7.98	30	LeDock	-0.266
6	3elj	-7.87	30	LeDock	-0.2623333333333333
1314	3elj	-7.87	29	LeDock	-0.2713793103448276
1271	3elj	-7.76	31	LeDock	-0.2503225806451613
11	3elj	-7.74	32	LeDock	-0.241875
1865	3elj	-7.72	28	LeDock	-0.2757142857142857
441	3elj	-7.71	31	LeDock	-0.2487096774193548
1444	3elj	-7.68	29	LeDock	-0.2648275862068965
320	3elj	-7.66	29	LeDock	-0.2641379310344827
1343	3elj	-7.64	34	LeDock	-0.2247058823529411
294	6e43	-10.26	30	LeDock	-0.3419999999999999
1711	6e43	-8.84	30	LeDock	-0.2946666666666667
1506	6e43	-8.22	30	LeDock	-0.274
1466	6e43	-8.16	28	LeDock	-0.2914285714285714
243	6e43	-8.13	28	LeDock	-0.2903571428571428
1337	6e43	-8.13	30	LeDock	-0.271
814	6e43	-8.08	30	LeDock	-0.2693333333333333
33	6e43	-7.97	30	LeDock	-0.2656666666666666
2134	6e43	-7.96	32	LeDock	-0.24875
416	6e43	-7.86	30	LeDock	-0.262
767	6e43	-7.85	30	LeDock	-0.2616666666666666
2043	6e43	-7.84	30	LeDock	-0.2613333333333333
2416	6e43	-7.75	32	LeDock	-0.2421875
18	6e43	-7.74	33	LeDock	-0.2345454545454545
153	6e43	-7.7	31	LeDock	-0.2483870967741935
1536	6e43	-7.67	30	LeDock	-0.2556666666666666
526	6e43	-7.66	28	LeDock	-0.2735714285714286
2134	6s1j	-8.81	32	LeDock	-0.2753125
693	6s1j	-8.67	30	LeDock	-0.289
2319	6s1j	-8.55	30	LeDock	-0.285
1927	6s1j	-8.34	32	LeDock	-0.260625
381	6s1j	-8.33	28	LeDock	-0.2975
2358	6s1j	-8.32	30	LeDock	-0.2773333333333333
1835	6s1j	-8.29	30	LeDock	-0.2763333333333333
382	6s1j	-8.24	28	LeDock	-0.2942857142857143
767	6s1j	-8.22	30	LeDock	-0.274
1133	6s1j	-8.22	29	LeDock	-0.283448275862069
2416	6s1j	-8.18	32	LeDock	-0.255625
991	6s1j	-8.11	32	LeDock	-0.2534375
1506	6s1j	-8.07	30	LeDock	-0.269
872	6s1j	-8.02	29	LeDock	-0.276551724137931
1691	6s1j	-8.02	33	LeDock	-0.243030303030303
1037	6s1j	-7.97	30	LeDock	-0.2656666666666666
767	6q9y	-8.58	30	LeDock	-0.286
526	6q9y	-8.46	28	LeDock	-0.3021428571428571
416	6q9y	-8.22	30	LeDock	-0.274
886	6q9y	-8.05	28	LeDock	-0.2875
