name	docked_protein	score	no_atoms	Tool	ligand_efficiency
471	4agl	-7.52987	27	Smina	-0.278884074074074
663	4agl	-7.24847	26	Smina	-0.2787873076923077
2270	4agl	-5.84195	21	Smina	-0.2781880952380952
1192	4agl	-6.67257	24	Smina	-0.27802375
1969	4agl	-7.21485	26	Smina	-0.2774942307692308
874	4agl	-7.72518	28	Smina	-0.2758992857142857
1432	4agl	-5.78798	21	Smina	-0.2756180952380952
305	4agl	-7.16011	26	Smina	-0.2753888461538462
1971	6y4q	-6.67045	21	Smina	-0.3176404761904762
141	6y4q	-6.9561	22	Smina	-0.3161863636363636
1413	6y4q	-7.45364	24	Smina	-0.3105683333333333
1226	6y4q	-7.0879	23	Smina	-0.3081695652173913
1651	6y4q	-6.37779	21	Smina	-0.3037042857142857
244	6y4q	-7.27581	24	Smina	-0.30315875
1781	6y4q	-7.19928	24	Smina	-0.29997
1706	6y4q	-6.5512	22	Smina	-0.2977818181818181
200	6y4q	-5.94915	20	Smina	-0.2974575
1941	6y4q	-6.53135	22	Smina	-0.2968795454545454
1850	6y4q	-7.12144	24	Smina	-0.2967266666666666
1521	6y4q	-6.20325	21	Smina	-0.2953928571428571
247	6y4q	-6.476	22	Smina	-0.2943636363636364
591	6y4q	-6.47443	22	Smina	-0.2942922727272727
1301	6y4q	-6.76795	23	Smina	-0.2942586956521739
789	6y4q	-6.17806	21	Smina	-0.2941933333333333
1300	6y4q	-6.47052	22	Smina	-0.2941145454545454
1192	6y4q	-7.02418	24	Smina	-0.2926741666666667
1894	6y4q	-7.01088	24	Smina	-0.29212
64	6y4q	-6.09531	21	Smina	-0.2902528571428571
2275	6y4q	-5.80321	20	Smina	-0.2901605
2350	6y4q	-6.08831	21	Smina	-0.2899195238095238
211	6y4q	-6.03234	21	Smina	-0.2872542857142857
2276	6y4q	-5.73358	20	Smina	-0.286679
2109	6y4q	-6.01961	21	Smina	-0.2866480952380952
836	6y4q	-7.16232	25	Smina	-0.2864928
737	6y4q	-5.72745	20	Smina	-0.2863725
1553	6y4q	-7.05286	25	Smina	-0.2821144
1518	6y4q	-7.88696	28	Smina	-0.2816771428571428
425	6y4q	-6.72135	24	Smina	-0.28005625
1808	6y4q	-6.72135	24	Smina	-0.28005625
37	6y4q	-7.28029	26	Smina	-0.2800111538461538
1432	6y4q	-5.84947	21	Smina	-0.2785461904761905
131	6y4q	-7.51934	27	Smina	-0.278494074074074
1388	6y4q	-7.51934	27	Smina	-0.278494074074074
137	6y4q	-6.67835	24	Smina	-0.2782645833333333
1631	6y4q	-7.77207	28	Smina	-0.2775739285714286
2271	6y4q	-6.92354	25	Smina	-0.2769416
399	6y4q	-7.43723	27	Smina	-0.2754529629629629
1973	6y4q	-6.60686	24	Smina	-0.2752858333333333
81	6y4q	-6.05216	22	Smina	-0.2750981818181818
2330	6y4q	-7.13937	26	Smina	-0.2745911538461538
1209	6y4q	-6.58013	24	Smina	-0.2741720833333333
1248	3npc	-8.61	20	LeDock	-0.4305
1676	3npc	-8.54	23	LeDock	-0.3713043478260869
200	3npc	-7.39	20	LeDock	-0.3695
294	3npc	-10.49	30	LeDock	-0.3496666666666667
886	3npc	-9.69	28	LeDock	-0.3460714285714285
1850	3npc	-8.3	24	LeDock	-0.3458333333333334
789	3npc	-7.16	21	LeDock	-0.3409523809523809
2330	3npc	-8.86	26	LeDock	-0.3407692307692307
695	3npc	-7.13	21	LeDock	-0.3395238095238095
1936	3npc	-7.8	23	LeDock	-0.3391304347826087
382	3npc	-9.44	28	LeDock	-0.3371428571428571
141	3npc	-7.2	22	LeDock	-0.3272727272727272
681	3npc	-7.65	24	LeDock	-0.31875
81	3npc	-6.9	22	LeDock	-0.3136363636363636
483	3npc	-9.22	30	LeDock	-0.3073333333333333
1432	3npc	-6.39	21	LeDock	-0.3042857142857142
1130	3sx0	-10.77	26	LeDock	-0.4142307692307692
200	3sx0	-8.23	20	LeDock	-0.4115
1248	3sx0	-7.67	20	LeDock	-0.3835
662	3sx0	-8.97	24	LeDock	-0.37375
2164	3sx0	-8.97	24	LeDock	-0.37375
631	3sx0	-9.69	26	LeDock	-0.3726923076923076
906	3sx0	-9.47	26	LeDock	-0.3642307692307692
1432	3sx0	-7.51	21	LeDock	-0.3576190476190476
695	3sx0	-7.46	21	LeDock	-0.3552380952380952
1160	3sx0	-8.06	23	LeDock	-0.3504347826086956
1676	3sx0	-8.01	23	LeDock	-0.3482608695652174
137	3sx0	-8.14	24	LeDock	-0.3391666666666666
199	3sx0	-8.1	24	LeDock	-0.3374999999999999
1535	3sx0	-9.41	28	LeDock	-0.3360714285714286
681	3sx0	-7.98	24	LeDock	-0.3325
1533	3sx0	-9.23	28	LeDock	-0.3296428571428572
2330	3sx0	-8.52	26	LeDock	-0.3276923076923076
1521	3sx0	-6.82	21	LeDock	-0.3247619047619047
421	3sx0	-8.44	26	LeDock	-0.3246153846153846
1413	3sx0	-7.72	24	LeDock	-0.3216666666666666
908	3sx0	-7.35	23	LeDock	-0.3195652173913043
737	3sx0	-6.38	20	LeDock	-0.319
1706	3sx0	-7.0	22	LeDock	-0.3181818181818182
2270	3sx0	-6.64	21	LeDock	-0.3161904761904762
205	3sx0	-7.52	24	LeDock	-0.3133333333333333
670	3sx0	-6.88	22	LeDock	-0.3127272727272727
1206	3sx0	-7.8	25	LeDock	-0.312
1966	3sx0	-8.08	26	LeDock	-0.3107692307692308
1248	5l4q	-8.09	20	LeDock	-0.4044999999999999
662	5l4q	-8.22	24	LeDock	-0.3425
200	5l4q	-6.78	20	LeDock	-0.339
1130	5l4q	-8.77	26	LeDock	-0.3373076923076923
737	5l4q	-6.68	20	LeDock	-0.3339999999999999
631	5l4q	-8.61	26	LeDock	-0.3311538461538461
2139	5l4q	-7.57	24	LeDock	-0.3154166666666667
993	5l4q	-7.18	23	LeDock	-0.3121739130434782
985	5l4q	-7.41	24	LeDock	-0.30875
1160	5l4q	-7.02	23	LeDock	-0.3052173913043478
205	5l4q	-7.27	24	LeDock	-0.3029166666666666
695	5l4q	-6.34	21	LeDock	-0.3019047619047619
789	5l4q	-6.32	21	LeDock	-0.3009523809523809
1982	5l4q	-6.79	23	LeDock	-0.2952173913043478
1676	5l4q	-6.73	23	LeDock	-0.2926086956521739
1432	5l4q	-6.1	21	LeDock	-0.2904761904761904
1894	5l4q	-6.86	24	LeDock	-0.2858333333333333
617	5l4q	-6.49	23	LeDock	-0.2821739130434783
1976	5l4q	-7.04	25	LeDock	-0.2816
1248	3elj	-8.0	20	LeDock	-0.4
200	3elj	-7.25	20	LeDock	-0.3625
993	3elj	-8.18	23	LeDock	-0.3556521739130435
1160	3elj	-7.4	23	LeDock	-0.3217391304347826
737	3elj	-6.3	20	LeDock	-0.315
2164	3elj	-7.56	24	LeDock	-0.315
1001	3elj	-7.09	23	LeDock	-0.3082608695652173
201	3elj	-7.33	24	LeDock	-0.3054166666666666
985	3elj	-7.32	24	LeDock	-0.305
1801	3elj	-7.6	25	LeDock	-0.304
1982	3elj	-6.94	23	LeDock	-0.3017391304347826
1676	3elj	-6.82	23	LeDock	-0.2965217391304348
681	3elj	-7.1	24	LeDock	-0.2958333333333333
695	3elj	-6.17	21	LeDock	-0.2938095238095238
199	3elj	-6.96	24	LeDock	-0.29
2330	3elj	-7.54	26	LeDock	-0.29
1850	3elj	-6.91	24	LeDock	-0.2879166666666666
2139	3elj	-6.8	24	LeDock	-0.2833333333333333
1432	3elj	-5.91	21	LeDock	-0.2814285714285714
1548	3elj	-6.75	24	LeDock	-0.28125
1248	6s1j	-7.82	20	LeDock	-0.391
200	6s1j	-6.71	20	LeDock	-0.3355
2275	6s1j	-6.28	20	LeDock	-0.314
199	6s1j	-7.52	24	LeDock	-0.3133333333333333
2276	6s1j	-6.21	20	LeDock	-0.3105
1432	6s1j	-6.49	21	LeDock	-0.309047619047619
789	6s1j	-6.42	21	LeDock	-0.3057142857142857
1676	6s1j	-6.97	23	LeDock	-0.3030434782608696
201	6s1j	-7.25	24	LeDock	-0.3020833333333333
1001	6s1j	-6.91	23	LeDock	-0.3004347826086956
81	6s1j	-6.59	22	LeDock	-0.2995454545454545
1982	6s1j	-6.82	23	LeDock	-0.2965217391304348
1706	6s1j	-6.44	22	LeDock	-0.2927272727272727
737	6s1j	-5.85	20	LeDock	-0.2925
1822	6s1j	-6.66	23	LeDock	-0.2895652173913043
39	6s1j	-5.79	20	LeDock	-0.2895
670	6s1j	-6.33	22	LeDock	-0.2877272727272727
695	6s1j	-6.04	21	LeDock	-0.2876190476190476
205	6s1j	-6.89	24	LeDock	-0.2870833333333333
1248	4x21	-7.63	20	LeDock	-0.3815
200	4x21	-6.52	20	LeDock	-0.3259999999999999
737	4x21	-6.33	20	LeDock	-0.3165
1001	4x21	-6.91	23	LeDock	-0.3004347826086956
695	4x21	-6.2	21	LeDock	-0.2952380952380952
1676	4x21	-6.65	23	LeDock	-0.2891304347826087
985	4x21	-6.82	24	LeDock	-0.2841666666666667
1894	4x21	-6.81	24	LeDock	-0.28375
2275	4x21	-5.6	20	LeDock	-0.2799999999999999
1982	4x21	-6.42	23	LeDock	-0.2791304347826087
247	4x21	-6.08	22	LeDock	-0.2763636363636363
