name,docked_protein,score,no_atoms,ligand_efficiency
1699,2jam,-6.64,28,-0.23714285714285713
1706,2jam,-5.7,22,-0.2590909090909091
1711,2jam,-6.55,30,-0.21833333333333332
1718,2jam,-6.85,30,-0.22833333333333333
1721,2jam,-7.24,26,-0.2784615384615385
1726,2jam,-5.42,28,-0.19357142857142856
1732,2jam,-6.4,27,-0.23703703703703705
1736,2jam,-5.52,32,-0.1725
1741,2jam,-5.58,28,-0.1992857142857143
1744,2jam,-6.4,30,-0.21333333333333335
1745,2jam,-7.31,30,-0.24366666666666664
1750,2jam,-5.56,27,-0.2059259259259259
1758,2jam,-6.19,26,-0.2380769230769231
1764,2jam,-5.87,32,-0.1834375
1781,2jam,-6.33,24,-0.26375
1788,2jam,-5.84,29,-0.2013793103448276
1789,2jam,-6.44,27,-0.23851851851851855
1790,2jam,-6.16,27,-0.22814814814814816
1801,2jam,-6.92,25,-0.2768
1802,2jam,-5.9,26,-0.22692307692307695
1804,2jam,-5.83,26,-0.22423076923076923
1806,2jam,-7.67,28,-0.2739285714285714
1808,2jam,-4.99,24,-0.20791666666666667
1810,2jam,-5.94,32,-0.185625
1816,2jam,-6.76,35,-0.19314285714285714
1822,2jam,-5.87,23,-0.25521739130434784
1825,2jam,-5.64,28,-0.20142857142857143
1835,2jam,-7.54,30,-0.25133333333333335
1837,2jam,-6.17,28,-0.22035714285714286
1846,2jam,-6.62,30,-0.22066666666666668
1850,2jam,-5.97,24,-0.24875
1852,2jam,-5.79,26,-0.2226923076923077
1856,2jam,-6.39,29,-0.22034482758620688
1863,2jam,-6.82,30,-0.22733333333333333
1865,2jam,-7.03,28,-0.25107142857142856
1871,2jam,-4.65,26,-0.17884615384615385
1893,2jam,-6.35,26,-0.24423076923076922
1894,2jam,-6.79,24,-0.28291666666666665
1895,2jam,-6.04,31,-0.19483870967741937
1906,2jam,-6.74,33,-0.20424242424242425
1913,2jam,-6.67,27,-0.24703703703703703
1927,2jam,-6.75,32,-0.2109375
1928,2jam,-7.3,27,-0.27037037037037037
1930,2jam,-6.7,32,-0.209375
1936,2jam,-5.68,23,-0.24695652173913044
1937,2jam,-6.0,30,-0.2
1939,2jam,-6.09,26,-0.23423076923076921
1940,2jam,-5.88,29,-0.20275862068965517
1941,2jam,-5.09,22,-0.23136363636363635
1943,2jam,-6.76,30,-0.22533333333333333
1945,2jam,-6.38,23,-0.2773913043478261
1956,2jam,-6.33,34,-0.1861764705882353
1957,2jam,-6.58,33,-0.1993939393939394
1958,2jam,-5.56,27,-0.2059259259259259
1960,2jam,-5.49,28,-0.1960714285714286
1966,2jam,-6.3,26,-0.2423076923076923
1969,2jam,-5.83,26,-0.22423076923076923
1971,2jam,-4.99,21,-0.23761904761904762
1973,2jam,-4.42,24,-0.18416666666666667
1974,2jam,-6.53,26,-0.25115384615384617
1976,2jam,-5.91,25,-0.2364
1982,2jam,-7.08,23,-0.30782608695652175
1986,2jam,-6.3,30,-0.21
1991,2jam,-5.95,29,-0.20517241379310344
2003,2jam,-6.46,28,-0.2307142857142857
2004,2jam,-6.14,28,-0.21928571428571428
2012,2jam,-5.6,24,-0.2333333333333333
2014,2jam,-5.59,26,-0.215
2017,2jam,-5.4,24,-0.225
2020,2jam,-5.22,20,-0.261
2028,2jam,-4.95,28,-0.1767857142857143
2032,2jam,-6.19,30,-0.20633333333333334
2033,2jam,-6.44,28,-0.23
2041,2jam,-8.53,30,-0.2843333333333333
2043,2jam,-6.54,30,-0.218
2046,2jam,-5.58,25,-0.2232
2063,2jam,-6.53,30,-0.21766666666666667
2072,2jam,-6.4,27,-0.23703703703703705
2079,2jam,-5.61,29,-0.19344827586206897
2087,2jam,-5.68,31,-0.1832258064516129
2091,2jam,-5.85,27,-0.21666666666666665
2103,2jam,-7.36,27,-0.2725925925925926
2105,2jam,-4.81,25,-0.1924
2109,2jam,-4.54,21,-0.21619047619047618
2116,2jam,-7.33,30,-0.24433333333333335
2121,2jam,-5.53,29,-0.1906896551724138
2122,2jam,-7.04,28,-0.25142857142857145
2124,2jam,-4.57,25,-0.18280000000000002
2134,2jam,-9.12,32,-0.285
2136,2jam,-6.06,31,-0.19548387096774192
2139,2jam,-6.47,24,-0.26958333333333334
2149,2jam,-5.27,24,-0.21958333333333332
2163,2jam,-6.93,30,-0.23099999999999998
2164,2jam,-6.91,24,-0.28791666666666665
2170,2jam,-7.34,32,-0.229375
2177,2jam,-6.32,29,-0.21793103448275863
2184,2jam,-6.09,28,-0.2175
2195,2jam,-5.51,28,-0.19678571428571429
2197,2jam,-5.87,28,-0.20964285714285716
2210,2jam,-7.04,31,-0.2270967741935484
2213,2jam,-6.02,31,-0.19419354838709676
2214,2jam,-6.98,30,-0.2326666666666667
2225,2jam,-6.4,29,-0.22068965517241382
2231,2jam,-5.64,27,-0.20888888888888887
2242,2jam,-6.08,29,-0.2096551724137931
2266,2jam,-6.36,26,-0.24461538461538462
2267,2jam,-7.62,26,-0.29307692307692307
2270,2jam,-4.8,21,-0.22857142857142856
2271,2jam,-4.88,25,-0.19519999999999998
2272,2jam,-5.82,28,-0.20785714285714288
2275,2jam,-4.96,20,-0.248
2276,2jam,-4.37,20,-0.2185
2281,2jam,-6.41,32,-0.2003125
2282,2jam,-5.7,30,-0.19
2284,2jam,-7.12,32,-0.2225
2285,2jam,-7.07,31,-0.22806451612903228
2286,2jam,-6.2,31,-0.2
2298,2jam,-6.0,33,-0.18181818181818182
2301,2jam,-5.94,23,-0.25826086956521743
2304,2jam,-6.01,28,-0.21464285714285714
2319,2jam,-7.44,30,-0.24800000000000003
2330,2jam,-7.51,26,-0.28884615384615386
2334,2jam,-6.36,30,-0.21200000000000002
2335,2jam,-6.3,34,-0.18529411764705883
2345,2jam,-5.37,27,-0.1988888888888889
2349,2jam,-5.49,27,-0.20333333333333334
2350,2jam,-4.91,21,-0.23380952380952383
2357,2jam,-8.34,32,-0.260625
2358,2jam,-7.37,30,-0.24566666666666667
2359,2jam,-7.16,28,-0.2557142857142857
2361,2jam,-6.69,27,-0.2477777777777778
2363,2jam,-6.59,30,-0.21966666666666665
2364,2jam,-6.42,32,-0.200625
2365,2jam,-5.68,30,-0.18933333333333333
2373,2jam,-5.64,28,-0.20142857142857143
2375,2jam,-7.0,33,-0.21212121212121213
2377,2jam,-6.89,33,-0.20878787878787877
2380,2jam,-5.85,27,-0.21666666666666665
2381,2jam,-6.33,30,-0.211
2386,2jam,-6.51,29,-0.22448275862068964
2402,2jam,-6.99,32,-0.2184375
2403,2jam,-6.59,26,-0.25346153846153846
2416,2jam,-7.82,32,-0.244375
2417,2jam,-5.47,26,-0.21038461538461536
2419,2jam,-6.71,29,-0.2313793103448276
2420,2jam,-7.52,27,-0.2785185185185185
2432,2jam,-6.68,25,-0.2672
2439,2jam,-6.56,28,-0.23428571428571426
2440,2jam,-6.67,29,-0.23
2447,2jam,-6.32,33,-0.19151515151515153
0002,2qfa,-7.5,33,-0.22727272727272727
0003,2qfa,-7.76,33,-0.23515151515151514
0004,2qfa,-5.97,31,-0.1925806451612903
0005,2qfa,-6.61,35,-0.18885714285714286
0006,2qfa,-7.24,30,-0.24133333333333334
0011,2qfa,-7.54,32,-0.235625
0017,2qfa,-7.1,34,-0.20882352941176469
0018,2qfa,-8.2,33,-0.24848484848484848
0020,2qfa,-6.0,32,-0.1875
0023,2qfa,-5.99,35,-0.17114285714285715
0026,2qfa,-4.62,25,-0.1848
0031,2qfa,-4.54,24,-0.18916666666666668
0033,2qfa,-7.38,30,-0.246
0035,2qfa,-6.14,30,-0.20466666666666666
0037,2qfa,-6.3,26,-0.2423076923076923
0039,2qfa,-4.88,20,-0.244
0056,2qfa,-4.19,22,-0.19045454545454546
0064,2qfa,-4.32,21,-0.20571428571428574
0067,2qfa,-3.54,22,-0.16090909090909092
0081,2qfa,-5.94,22,-0.27
0085,2qfa,-6.9,25,-0.276
0095,2qfa,-6.61,25,-0.2644
0106,2qfa,-6.08,28,-0.21714285714285714
0107,2qfa,-4.9,30,-0.16333333333333336
0111,2qfa,-5.52,28,-0.19714285714285712
0127,2qfa,-7.63,27,-0.28259259259259256
0129,2qfa,-7.26,28,-0.2592857142857143
0130,2qfa,-7.16,27,-0.2651851851851852
0131,2qfa,-7.28,27,-0.26962962962962966
0136,2qfa,-6.84,28,-0.24428571428571427
0137,2qfa,-5.81,24,-0.24208333333333332
0138,2qfa,-6.19,24,-0.2579166666666667
0141,2qfa,-5.46,22,-0.24818181818181817
0152,2qfa,-5.33,26,-0.20500000000000002
0153,2qfa,-7.09,31,-0.22870967741935483
0156,2qfa,-5.89,28,-0.21035714285714285
0167,2qfa,-5.57,34,-0.1638235294117647
0169,2qfa,-5.75,35,-0.16428571428571428
0170,2qfa,-5.69,34,-0.1673529411764706
0175,2qfa,-5.12,31,-0.16516129032258065
0176,2qfa,-5.84,32,-0.1825
0182,2qfa,-5.7,35,-0.16285714285714287
0184,2qfa,-5.33,32,-0.1665625
0188,2qfa,-5.73,30,-0.191
0191,2qfa,-7.29,33,-0.22090909090909092
0199,2qfa,-6.92,24,-0.28833333333333333
0200,2qfa,-7.32,20,-0.366
0201,2qfa,-6.76,24,-0.2816666666666667
0205,2qfa,-5.95,24,-0.24791666666666667
0211,2qfa,-4.55,21,-0.21666666666666665
0213,2qfa,-5.64,24,-0.235
0216,2qfa,-6.04,28,-0.21571428571428572
0219,2qfa,-6.24,26,-0.24000000000000002
0226,2qfa,-6.54,29,-0.22551724137931034
0231,2qfa,-4.61,33,-0.1396969696969697
0235,2qfa,-4.57,25,-0.18280000000000002
0243,2qfa,-6.63,28,-0.2367857142857143
0244,2qfa,-5.73,24,-0.23875000000000002
0247,2qfa,-6.38,22,-0.29
0257,2qfa,-5.83,30,-0.19433333333333333
0263,2qfa,-5.75,33,-0.17424242424242425
0265,2qfa,-4.83,34,-0.14205882352941177
0274,2qfa,-5.22,30,-0.174
0278,2qfa,-6.24,27,-0.23111111111111113
0289,2qfa,-4.76,30,-0.15866666666666665
0293,2qfa,-5.5,26,-0.21153846153846154
0294,2qfa,-8.46,30,-0.28200000000000003
0302,2qfa,-6.61,27,-0.24481481481481482
0305,2qfa,-5.25,26,-0.20192307692307693
0309,2qfa,-5.6,32,-0.175
